SM_ITEM|SM_DEST|SM_DEST_5ZIP|SM_SRC|SM_SRC_5ZIP|SM_ET|SM_QTY|SM_RANK|SM_P1|SM_COST|SM1_RANK|SM1_SRC|SM1_SRC_5ZIP|SM1_QTY|SM1_COST|P1_TOTALCOST|SM1_TOTALCOST|LOSS
4055RUPLUS|4000142790|26038|USH3|15056|VN|1739|2|1|0.833|1|USI8|25405|3712|1.198|3092.096|4446.976|-1354.88
4055RUPLUS|4000142890|92250|USE1|91761|FB|0|2|1|1.19|1|UT45|85353|1140|1.198|1356.6|1365.72|-9.12
4055RUPLUS|4000143141|98837|USXB|99301|VN|0|2|1|0.802|1|USHD|98499|46|1.046|36.892|48.116|-11.224
4055RUPLUS|4000143452|60490|USQ4|60163|VN|0|3|1|0.677|1|US8Y|43207|601|0.838|406.877|503.638|-96.761
4055RUPLUS|4000144692|60430|UT85|60406|VN|0|3|1|0.704|1|UT3C|46241|190|0.981|133.76|186.39|-52.63
4055RUPLUS|4000146442|64836|USE2|65802|VN|471|2|1|0.521|1|USNT|77029|1976|1.183|1029.496|2337.608|-1308.112
4055RUPLUS|4000146847|68137|USMR|68110|VN|1004|2|1|0.477|1|USXG|80011|1004|0.856|478.908|859.424|-380.516
4055RUPLUS|4000146938|31007|USZM|32220|VN|0|3|1|0.808|1|USXP|31705|124|0.888|100.192|110.112|-9.92
4055RUPLUS|4000147060|52317|USIV|52404|VN|420|2|1|0.602|1|USA3|50265|2100|0.892|1264.2|1873.2|-609
4055RUPLUS|4000148662|74147|US8S|73131|VN|0|2|1|0.777|1|USIL|75662|49|1.17|38.073|57.33|-19.257
4055RUPLUS|4000148936|56721|US2U|58102|VN|0|2|1|0.931|1|USK5|55428|2|1.054|1.862|2.108|-0.246
4055RUPLUS|4000149114|92316|USKI|91752|FB|0|3|1|0.723|1|USE1|91761|117|0.735|84.591|85.995|-1.404
4055RUPLUS|4000149437|90503|UT2J|90660|VN|0|3|1|0.469|1|UT45|85353|213|0.748|99.897|159.324|-59.427
4055RUPLUS|4000149558|60436|USXN|60436|VN|0|3|1|0.671|1|USA4|40118|1361|0.823|913.231|1120.103|-206.872
4055RUPLUS|4000150507|84104|USKM|84104|VN|2|2|1|0.546|1|USXG|80011|3|1.533|1.638|4.599|-2.961
4055RUPLUS|4000150609|93901|UT43|95377|FB|3|2|1|0.948|1|UT3A|93725|4|1.069|3.792|4.276|-0.484
4055RUPLUS|4000151663|85621|UT45|85353|FB|0|2|1|1.302|1|USWN|87121|21|1.471|27.342|30.891|-3.549
4055RUPLUS|4000152301|92236|USKI|91752|FB|0|3|1|1.046|1|UT45|85353|22|1.121|23.012|24.662|-1.65
4055RUPLUS|4000152302|92254|USE1|91761|FB|0|2|1|1.046|1|UT45|85353|4|1.163|4.184|4.652|-0.468
4055RUPLUS|4000153815|31788|USMN|33442|VN|0|3|1|0.881|1|USXP|31705|873|0.96|769.113|838.08|-68.967
4055RUPLUS|4000156425|60638|USQ4|60163|VN|629|2|1|0.56|1|USA9|17055|3146|0.792|1761.76|2491.632|-729.872
4055RUPLUS|4000156436|88008|USGL|79928|FB|0|2|1|0.988|1|USXA|79404|60|1.377|59.28|82.62|-23.34
4055RUPLUS|4000156594|83318|UT3E|84321|VN|0|2|1|0.946|1|USKM|84104|35|1.023|33.11|35.805|-2.695
4055RUPLUS|4000157119|60638|USQ4|60163|VN|25|2|1|0.56|1|USA9|17055|101|0.792|56.56|79.992|-23.432
4055RUPLUS|4000157206|37311|US8T|37909|VN|0|4|1|0.988|1|USCX|32615|21|1.002|20.748|21.042|-0.294
4055RUPLUS|4000158077|17044|USA9|17055|VN|0|2|1|0.754|1|USIA|22630|39799|0.781|30008.446|31083.019|-1074.573
4055RUPLUS|4000158085|92509|USE1|91761|VN|0|2|1|0.469|1|UT45|85353|46|0.569|21.574|26.174|-4.6
4055RUPLUS|4000158123|95020|UT43|95377|FB|0|3|1|0.906|1|US6P|93706|67|0.925|60.702|61.975|-1.273
4055RUPLUS|4000158130|53555|USNH|61008|VN|0|4|1|0.871|1|UT1E|48917|82|1.125|71.422|92.25|-20.828
4055RUPLUS|4000158413|37890|US8T|37909|FB|0|3|1|1.003|1|UT06|29680|4|1.167|4.012|4.668|-0.656
4055RUPLUS|4000159087|88007|USGL|79928|VN|0|2|1|0.758|1|USXV|79766|560|1.127|424.48|631.12|-206.64
4055RUPLUS|4000159159|17055|USA9|17055|VN|0|3|1|0.733|1|USIA|22630|4142|0.781|3036.086|3234.902|-198.816
4055RUPLUS|4000159742|18069|USIK|18011|VN|0|3|1|0.85|1|USIR|21230|113|0.877|96.05|99.101|-3.051
4055RUPLUS|4000160528|73001|USKL|73114|VN|0|2|1|0.876|1|USIM|73401|283|0.943|247.908|266.869|-18.961
4055RUPLUS|4000161008|94587|UT43|95377|VN|0|3|1|0.631|1|USKR|89434|1203|0.775|759.093|932.325|-173.232
4055RUPLUS|4000161147|95112|UT43|95377|FB|0|2|1|0.727|1|UT2W|95691|1087|0.767|790.249|833.729|-43.48
4055RUPLUS|4000161295|92236|USKI|91752|FB|0|3|1|1.046|1|UT45|85353|247|1.121|258.362|276.887|-18.525
4055RUPLUS|4000161611|60638|USQ4|60163|VN|9|2|1|0.56|1|USA9|17055|43|0.792|24.08|34.056|-9.976
4055RUPLUS|4000161652|95336|UT43|95377|FB|0|3|1|0.625|1|USKR|89434|71|0.777|44.375|55.167|-10.792
4055RUPLUS|4000161729|94587|UT43|95377|FB|0|2|1|0.631|1|USKR|89434|443|0.775|279.533|343.325|-63.792
4055RUPLUS|4000161767|46168|USG8|45011|VN|0|3|1|0.79|1|USA9|17055|114|0.833|90.06|94.962|-4.902
4055RUPLUS|4000162502|99357|USXB|99301|VN|0|2|1|0.827|1|USHD|98499|1327|1.094|1097.429|1451.738|-354.309
4055RUPLUS|4000162666|33834|UT29|33815|VN|0|2|1|0.7|1|US77|34981|1|0.708|0.7|0.708|-0.008
4055RUPLUS|4000162840|61270|UT52|60440|VN|0|3|1|1.067|1|USNZ|37207|2495|1.525|2662.165|3804.875|-1142.71
4055RUPLUS|4000162850|23868|USA6|23836|VN|0|3|1|0.883|1|USI7|23435|3368|0.963|2973.944|3243.384|-269.44
4055RUPLUS|4000162905|91708|USE1|91761|FB|0|3|1|0.783|1|USWN|87121|1525|1.35|1194.075|2058.75|-864.675
4055RUPLUS|4000163448|53813|USIV|52404|VN|0|3|1|0.81|1|USRE|54660|91|0.946|73.71|86.086|-12.376
4055RUPLUS|4000163621|76134|US8R|76177|VN|0|3|1|0.646|1|USV8|77028|0|0.788|0|0|0
4055RUPLUS|4000163732|83318|UT3E|84321|VN|0|3|1|0.946|1|USXL|84104|259|1.023|245.014|264.957|-19.943
4055RUPLUS|4000163783|92374|USKI|91752|FB|0|3|1|0.698|1|USWN|87121|6441|0.938|4495.818|6041.658|-1545.84
4055RUPLUS|4000163810|92227|USE1|91761|FB|0|2|1|1.017|1|UT45|85353|130|1.179|132.21|153.27|-21.06
4055RUPLUS|4000163826|32055|USZA|32226|VN|344|2|1|0.615|1|USMN|33442|344|0.685|211.56|235.64|-24.08
4055RUPLUS|4000163878|60638|USQ4|60163|VN|463|2|1|0.56|1|USA9|17055|2255|0.792|1262.8|1785.96|-523.16
4055RUPLUS|4000163895|95330|UT43|95377|FB|0|2|1|0.525|1|UT2W|95691|3079|0.606|1616.475|1865.874|-249.399
4055RUPLUS|4000164187|04947|USWT|04074|VN|371|2|1|0.835|1|US1M|01887|34801|0.883|29058.835|30729.283|-1670.448
4055RUPLUS|4000164216|83442|UT3E|84321|VN|0|2|1|0.979|1|USKM|84104|242|1.085|236.918|262.57|-25.652
4055RUPLUS|4000164224|62260|UT44|63114|VN|0|3|1|0.865|1|UT42|63755|5|0.932|4.325|4.66|-0.335
4055RUPLUS|4000165117|45241|USG8|45011|VN|0|2|1|0.6|1|US8Y|43207|127|0.625|76.2|79.375|-3.175
4055RUPLUS|4000165405|91745|UT2J|90660|FB|0|2|1|0.413|1|UT45|85353|2082|0.633|859.866|1317.906|-458.04
4055RUPLUS|4000165579|60617|USQ4|60163|VN|0|3|1|0.725|1|USIH|46952|200|0.802|145|160.4|-15.4
4055RUPLUS|4000165583|37210|USNZ|37207|VN|0|3|1|0.579|1|USKZ|30336|149|0.938|86.271|139.762|-53.491
4055RUPLUS|4000165628|40004|USNQ|42101|VN|0|4|1|1.083|1|UT1F|30336|122|1.156|132.126|141.032|-8.906
4055RUPLUS|4000165877|47710|USNQ|42101|VN|0|3|1|1.067|1|USXP|31705|4049|1.354|4320.283|5482.346|-1162.063
4055RUPLUS|4000166168|45103|USG8|45011|VN|0|2|1|0.781|1|US8Y|43207|1780|0.99|1390.18|1762.2|-372.02
4055RUPLUS|4000166211|92335|USE1|91761|VN|0|2|1|0.523|1|UT45|85353|254|0.673|132.842|170.942|-38.1
4055RUPLUS|4000166265|70445|USQM|70401|VN|115|4|1|1.231|1|USNJ|39503|4454|1.292|5482.874|5754.568|-271.694
4055RUPLUS|4000166417|60446|UT52|60440|VN|2173|2|1|0.542|1|USA4|40118|8294|0.933|4495.348|7738.302|-3242.954
4055RUPLUS|4000166475|60048|USQ4|60163|VN|0|3|1|0.65|1|USXU|46705|15|0.804|9.75|12.06|-2.31
4055RUPLUS|4000166524|71457|USNT|77029|FB|0|3|1|1.404|1|USIL|75662|4262|1.49|5983.848|6350.38|-366.532
4055RUPLUS|4000167432|92335|USE1|91761|VN|0|3|1|0.523|1|UT45|85353|197|0.673|103.031|132.581|-29.55
4055RUPLUS|4000167653|76106|US8R|76177|VN|0|3|1|0.74|1|USG5|78218|3|0.869|2.22|2.607|-0.387
4055RUPLUS|4000167785|91311|UT2J|90660|FB|0|2|1|0.519|1|UT45|85353|47|0.823|24.393|38.681|-14.288
4055RUPLUS|4000168003|54130|USFD|54115|VN|192|2|1|0.417|1|USNH|61008|384|0.573|160.128|220.032|-59.904
4055RUPLUS|4000168188|38680|UT35|38672|VN|19|2|1|0.573|1|USZY|39209|95|0.625|54.435|59.375|-4.94
4055RUPLUS|4000168948|92243|USKI|91752|FB|0|2|1|1.265|1|UT45|85353|15|1.333|18.975|19.995|-1.02
4055RUPLUS|4000169064|60481|USIE|60446|VN|0|2|1|0.788|1|USIN|45371|1967|0.96|1549.996|1888.32|-338.324
4055RUPLUS|4000169575|92227|USKI|91752|FB|0|2|1|1.067|1|UT45|85353|1636|1.179|1745.612|1928.844|-183.232
4055RUPLUS|4000169773|83274|US2N|83707|VN|0|3|1|0.927|1|USKM|84104|28|0.96|25.956|26.88|-0.924
4055RUPLUS|4000169775|62025|UT44|63114|VN|0|4|1|0.769|1|UT35|38672|2430|1.081|1868.67|2626.83|-758.16
4055RUPLUS|4000169870|84116|USKM|84104|VN|0|3|1|0.406|1|USXG|80011|99|1.208|40.194|119.592|-79.398
4055RUPLUS|4000170105|66763|USMH|64836|VN|0|3|1|1.129|1|USG5|78218|578|1.292|652.562|746.776|-94.214
4055RUPLUS|4000170143|92374|USKI|91752|VN|0|3|1|0.698|1|USWN|87121|619|0.938|432.062|580.622|-148.56
4055RUPLUS|4000170580|54401|USFD|54115|VN|0|2|1|0.723|1|UT52|60440|75|0.781|54.225|58.575|-4.35
4055RUPLUS|4000171222|52240|USIV|52404|VN|489|3|1|0.519|1|USVI|48150|1183|1.146|613.977|1355.718|-741.741
4055RUPLUS|4000171590|98225|USHD|98499|VN|354|2|1|1.348|1|USMX|97015|531|1.354|715.788|718.974|-3.186
4055RUPLUS|4000171768|51640|USMR|68110|VN|0|4|1|0.906|1|USXG|80011|3|1.038|2.718|3.114|-0.396
4055RUPLUS|4000171957|91745|UT2J|90660|VN|0|3|1|0.413|1|UT45|85353|18|0.633|7.434|11.394|-3.96
4055RUPLUS|4000173339|93901|UT43|95377|FB|22|2|1|0.948|1|UT3A|93725|33|1.069|31.284|35.277|-3.993
4055RUPLUS|4000173609|60440|USQ4|60163|VN|0|2|1|0.613|1|USH3|15056|229|0.938|140.377|214.802|-74.425
