SM_ITEM|SM_DEST|SM_DEST_5ZIP|SM_SRC|SM_SRC_5ZIP|SM_ET|SM_QTY|SM_RANK|SM_P1|SM_COST|SM1_RANK|SM1_SRC|SM1_SRC_5ZIP|SM1_QTY|SM1_COST|P1_TOTALCOST|SM1_TOTALCOST|LOSS
4055RUPLUS|6100357410|83211|UT3E|84321|VN|0|3|1|1.135|1|USW5|59102|1088|1.563|1234.88|1700.544|-465.664
4055RUPLUS|6100357483|78539|USNI|78550|VN|171|2|1|0.917|1|USG5|78218|256|1.117|234.752|285.952|-51.2
4055RUPLUS|6100364572|93032|UT2J|90660|FB|0|2|1|0.727|1|USE1|91761|12745|0.758|9265.615|9660.71|-395.095
4055RUPLUS|6100365330|83442|UT3E|84321|VN|0|2|1|0.979|1|USKM|84104|3570|1.085|3495.03|3873.45|-378.42
4055RUPLUS|6100370299|21230|USIR|21230|VN|6680|2|1|0.808|1|USA6|23836|26050|0.833|21048.4|21699.65|-651.25
4055RUPLUS|6100373358|56069|USK5|55428|VN|2252|2|1|0.627|1|USRE|54660|8295|0.883|5200.965|7324.485|-2123.52
4055RUPLUS|6100374972|93031|UT2J|90660|FB|0|3|1|0.727|1|USE1|91761|3295|0.758|2395.465|2497.61|-102.145
4055RUPLUS|6100376925|37129|USNZ|37207|VN|0|2|1|0.692|1|USA8|35204|7168|0.848|4960.256|6078.464|-1118.208
4055RUPLUS|6100379469|75050|USGA|75227|VN|7|3|1|0.646|1|USV8|77028|27|0.779|17.442|21.033|-3.591
4055RUPLUS|6100381116|93263|UT2J|90660|FB|0|3|1|1.031|1|US6D|89115|5077|1.04|5234.387|5280.08|-45.693
4055RUPLUS|6100383695|38261|USYU|72301|VN|1813|3|1|0.99|1|USYX|30567|4703|1.323|4655.97|6222.069|-1566.099
4055RUPLUS|6100421886|99349|USHD|98499|FB|602|2|1|1.138|1|USMX|97015|602|1.146|685.076|689.892|-4.816
4055RUPLUS|6100438574|78540|USNI|78550|VN|140|2|1|0.802|1|US1Q|78218|211|1.031|169.222|217.541|-48.319
4055RUPLUS|6100440231|76106|US8R|76177|VN|0|3|1|0.74|1|USG5|78218|1|0.869|0.74|0.869|-0.129
4055RUPLUS|6100452913|93230|UT3A|93725|FB|2|2|1|0.781|1|UT2J|90660|10|1.171|7.81|11.71|-3.9
4055RUPLUS|6100464777|76106|US8R|76177|VN|0|4|1|0.74|1|USNT|77029|1396|0.763|1033.04|1065.148|-32.108
4055RUPLUS|6100466114|43615|USVI|48150|VN|0|2|1|0.831|1|USFK|44139|148|1.01|122.988|149.48|-26.492
4055RUPLUS|6100469282|40208|USA4|40118|VN|244|2|1|0.613|1|UT13|28269|366|1.25|224.358|457.5|-233.142
4055RUPLUS|6100471153|83442|UT3E|84321|VN|0|2|1|0.979|1|USKM|84104|2622|1.085|2566.938|2844.87|-277.932
4055RUPLUS|6100487011|53110|UT52|60440|VN|0|3|1|0.769|1|UT30|45806|788|0.898|605.972|707.624|-101.652
4055RUPLUS|6100498303|93031|UT2J|90660|FB|0|3|1|0.727|1|USZX|91761|998|0.758|725.546|756.484|-30.938
4055RUPLUS|6100499482|14821|USFC|14623|VN|0|3|1|0.929|1|UT73|13057|68|0.934|63.172|63.512|-0.34
4055RUPLUS|6100505705|49238|USVI|48150|VN|0|3|1|0.788|1|UT55|43110|491|0.938|386.908|460.558|-73.65
4055RUPLUS|6100511565|91311|UT2J|90660|VN|0|3|1|0.519|1|UT45|85353|295|0.823|153.105|242.785|-89.68
4055RUPLUS|6100511609|23231|USA6|23836|VN|0|2|1|0.646|1|USI7|23435|2148|0.729|1387.608|1565.892|-178.284
4055RUPLUS|6100511618|75007|USGA|75227|VN|0|2|1|0.621|1|US1Q|78218|240|0.646|149.04|155.04|-6
4055RUPLUS|6100518229|83401|UT3E|84321|VN|0|5|1|0.792|1|USW5|59102|5925|1.263|4692.6|7483.275|-2790.675
4055RUPLUS|6100528156|94587|US4J|95376|VN|0|2|1|0.579|1|USKR|89434|4799|0.775|2778.621|3719.225|-940.604
4055RUPLUS|6100529823|98857|USXB|99301|VN|0|2|1|1.073|1|USHD|98499|530|1.371|568.69|726.63|-157.94
4055RUPLUS|6100537397|93250|UT2J|90660|FB|0|2|1|1.363|1|UT45|85353|1479|1.446|2015.877|2138.634|-122.757
4055RUPLUS|6100537887|60525|USQ4|60163|VN|0|3|1|0.621|1|USOA|48917|1|0.856|0.621|0.856|-0.235
4055RUPLUS|6100561886|83334|USKM|84104|VN|0|2|1|1.458|1|USW5|59102|1836|1.558|2676.888|2860.488|-183.6
4055RUPLUS|6100582275|51031|USMR|68110|VN|27|2|1|0.81|1|US2Z|68701|52|0.833|42.12|43.316|-1.196
4055RUPLUS|6100602681|93615|UT3A|93725|FB|2|2|1|0.671|1|UT45|85353|10|1.406|6.71|14.06|-7.35
4055RUPLUS|6100608382|85131|UT45|85353|FB|71|2|1|1.146|1|USWN|87121|353|1.583|404.538|558.799|-154.261
4055RUPLUS|6100618718|47432|USA4|40118|VN|0|3|1|0.873|1|USNQ|42101|4071|0.883|3553.983|3594.693|-40.71
4055RUPLUS|6100618727|78539|USNI|78550|VN|11|3|1|0.917|1|USG5|78218|11|1.117|10.087|12.287|-2.2
4055RUPLUS|6100623739|60090|USQ4|60163|VN|0|4|1|0.652|1|US8Y|43207|849|1.071|553.548|909.279|-355.731
4055RUPLUS|6100628887|53510|USIV|52404|VN|0|4|1|0.833|1|USOA|48917|98|1.171|81.634|114.758|-33.124
4055RUPLUS|6100630455|53073|US8Z|53110|VN|4797|2|1|0.569|1|USIE|60446|9949|0.625|5660.981|6218.125|-557.144
4055RUPLUS|6100640131|56187|USK5|55428|VN|6399|2|1|0.875|1|USMR|68110|27818|0.938|24340.75|26093.284|-1752.534
4055RUPLUS|6100641639|60510|UT32|60502|VN|189|2|1|0.606|1|UT25|60436|284|0.698|172.104|198.232|-26.128
4055RUPLUS|6100668968|67505|USE3|67501|VN|2789|2|1|0.9|1|US8S|73131|5286|0.933|4757.4|4931.838|-174.438
4055RUPLUS|6100669574|48014|USVI|48150|VN|0|3|1|0.833|1|USI8|25405|8|1.279|6.664|10.232|-3.568
4055RUPLUS|6100682620|54448|USFD|54115|VN|0|2|1|0.938|1|USH3|15056|915|1.167|858.27|1067.805|-209.535
4055RUPLUS|6100689981|84333|UT3E|84321|VN|0|2|1|0.75|1|USKM|84104|6431|0.796|4823.25|5119.076|-295.826
4055RUPLUS|6100691709|17201|USA9|17055|VN|5|2|1|0.583|1|USIR|21230|10|1.038|5.83|10.38|-4.55
4055RUPLUS|6100696731|63042|USBO|63147|VN|0|2|1|0.604|1|USNQ|42101|105|0.938|63.42|98.49|-35.07
4055RUPLUS|6100701360|43420|UT2O|43551|VN|0|2|1|0.631|1|USH3|15056|52928|0.729|33397.568|38584.512|-5186.944
4055RUPLUS|6100701404|52761|USIV|52404|VN|5556|2|1|0.579|1|USQ4|60163|31386|0.677|18172.494|21248.322|-3075.828
4055RUPLUS|6100705099|49431|UT76|49512|VN|0|2|1|0.91|1|UT30|45806|4757|1.179|4328.87|5608.503|-1279.633
4055RUPLUS|6100706800|95240|UT2W|95691|FB|12|3|1|0.531|1|USZX|91761|35|0.917|18.585|32.095|-13.51
4055RUPLUS|6100715408|56007|USA3|50265|VN|0|3|1|0.792|1|USRE|54660|2315|0.81|1833.48|1875.15|-41.67
4055RUPLUS|6100717870|22603|USI9|22630|VN|0|2|1|0.583|1|USI8|25405|25375|0.625|14793.625|15859.375|-1065.75
4055RUPLUS|6100719752|95336|UT43|95377|FB|0|3|1|0.625|1|USKR|89434|1720|0.777|1075|1336.44|-261.44
4055RUPLUS|6100723970|60638|USQ4|60163|VN|1063|2|1|0.56|1|USA9|17055|5267|0.792|2949.52|4171.464|-1221.944
4055RUPLUS|6100738786|93247|UT2Q|93308|FB|0|4|1|0.688|1|USE1|91761|362|1.204|249.056|435.848|-186.792
4055RUPLUS|6100741362|17055|USA9|17055|VN|0|4|1|0.733|1|USIA|22630|17|0.781|12.461|13.277|-0.816
4055RUPLUS|6100743645|75041|US85|75235|VN|0|2|1|0.6|1|USIQ|76502|420|0.794|252|333.48|-81.48
4055RUPLUS|6100748613|56232|USK5|55428|VN|0|3|1|1.05|1|USXG|80011|12|1.081|12.6|12.972|-0.372
4055RUPLUS|6100749382|82935|USKM|84104|VN|0|3|1|0.783|1|USLN|80239|8008|1.635|6270.264|13093.08|-6822.816
4055RUPLUS|6100772774|49423|UT76|49512|FB|0|2|1|0.938|1|USFK|44139|673|1.302|631.274|876.246|-244.972
4055RUPLUS|6100772881|21230|USIR|21230|VN|50|2|1|0.808|1|USA6|23836|100|0.833|80.8|83.3|-2.5
4055RUPLUS|6100774629|75455|USGA|75227|FB|0|2|1|0.829|1|USIL|75662|5004|0.931|4148.316|4658.724|-510.408
4055RUPLUS|6100787465|60525|USQ4|60163|VN|0|3|1|0.621|1|USOA|48917|270|0.856|167.67|231.12|-63.45
4055RUPLUS|6100787474|63376|UT44|63114|VN|0|2|1|0.774|1|USIF|65251|9095|0.915|7039.53|8321.925|-1282.395
4055RUPLUS|6100787483|92254|USE1|91761|FB|0|2|1|1.046|1|UT45|85353|860|1.163|899.56|1000.18|-100.62
4055RUPLUS|6100791655|52233|USIV|52404|VN|0|2|1|0.748|1|USIF|65251|1|1.21|0.748|1.21|-0.462
4055RUPLUS|6100791664|52404|USIV|52404|VN|6286|2|1|0.873|1|USA3|50265|9429|1.233|8231.517|11625.957|-3394.44
4055RUPLUS|6100793029|92509|USKI|91752|FB|0|2|1|0.473|1|UT45|85353|373|0.569|176.429|212.237|-35.808
4055RUPLUS|6100796115|88001|USGL|79928|VN|0|2|1|0.521|1|USXV|79766|1|1.071|0.521|1.071|-0.55
4055RUPLUS|6101000491|62851|UT44|63114|VN|0|3|1|0.946|1|USNQ|42101|240|1.169|227.04|280.56|-53.52
4055RUPLUS|6101001533|83442|UT3E|84321|VN|0|2|1|0.979|1|USKM|84104|965|1.085|944.735|1047.025|-102.29
4055RUPLUS|6101002195|51501|USMR|68110|VN|3913|2|1|0.477|1|USE3|67501|6874|0.981|3278.898|6743.394|-3464.496
4055RUPLUS|6101002872|58203|US2U|58102|VN|26|2|1|0.806|1|USK5|55428|39|1.423|31.434|55.497|-24.063
4055RUPLUS|6101002998|60104|USQ4|60163|VN|0|3|1|0.833|1|USA9|17055|257|0.994|214.081|255.458|-41.377
4055RUPLUS|6101006869|38024|UT35|38672|VN|0|3|1|0.729|1|USZY|39209|223|0.802|162.567|178.846|-16.279
4055RUPLUS|6101007975|68731|USMR|68110|VN|0|4|1|0.792|1|USLN|80239|27540|1.054|21811.68|29027.16|-7215.48
4055RUPLUS|6101008518|83347|UT3E|84321|VN|0|2|1|0.842|1|USOB|84404|911|1.088|767.062|991.168|-224.106
4055RUPLUS|6101008876|93960|UT3A|93725|FB|0|2|1|1.063|1|UT2J|90660|9808|1.508|10425.904|14790.464|-4364.56
4055RUPLUS|6101009143|83316|US2N|83707|VN|0|3|1|0.875|1|USKM|84104|201|1|175.875|201|-25.125
4055RUPLUS|6101010550|60638|USQ4|60163|VN|154|3|1|0.56|1|USA9|17055|575|0.792|322|455.4|-133.4
4055RUPLUS|6101012549|97477|USOS|97071|VN|1757|3|1|0.885|1|USHD|98499|11962|0.958|10586.37|11459.596|-873.226
4055RUPLUS|6101013021|53016|US8Z|53110|VN|0|2|1|0.729|1|USQ4|60163|5238|0.752|3818.502|3938.976|-120.474
4055RUPLUS|6101014459|98848|USXB|99301|VN|0|2|1|1.063|1|USMX|97015|198|1.246|210.474|246.708|-36.234
4055RUPLUS|6101016849|77864|USNT|77029|VN|0|2|1|0.803|1|USIQ|76502|16|0.815|12.848|13.04|-0.192
4055RUPLUS|6101017438|92316|USKI|91752|FB|0|3|1|0.723|1|USE1|91761|673|0.735|486.579|494.655|-8.076
4055RUPLUS|6101023476|91352|UT2J|90660|VN|0|3|1|0.49|1|UT45|85353|1148|0.788|562.52|904.624|-342.104
4055RUPLUS|6101023635|93221|UT2Q|93308|FB|0|3|1|0.771|1|USZX|91761|108|1.177|83.268|127.116|-43.848
4055RUPLUS|6101023635|93221|UT2Q|93308|FB|0|3|1|0.771|1|USE1|91761|108|1.177|83.268|127.116|-43.848
4055RUPLUS|6101024741|94587|UT43|95377|VN|0|2|1|0.631|1|USKR|89434|41|0.775|25.871|31.775|-5.904
4055RUPLUS|6101026865|40743|US8T|37909|VN|0|3|1|1.058|1|UT13|28269|1992|1.158|2107.536|2306.736|-199.2
4055RUPLUS|6101026892|64804|USMH|64836|VN|749|3|1|0.692|1|US8S|73131|2173|0.927|1503.716|2014.371|-510.655
4055RUPLUS|6101027551|93458|UT3A|93725|FB|0|3|1|1.231|1|USKI|91752|2|1.24|2.462|2.48|-0.018
4055RUPLUS|6101027711|60510|UT32|60502|VN|23|2|1|0.606|1|USXN|60436|34|0.698|20.604|23.732|-3.128
4055RUPLUS|6101027748|37072|USNZ|37207|VN|0|3|1|0.677|1|USXP|31705|28487|1.135|19285.699|32332.745|-13047.046
4055RUPLUS|6101028364|54448|USRE|54660|VN|0|2|1|0.823|1|USH3|15056|105|1.167|86.415|122.535|-36.12
4055RUPLUS|6101028453|54401|USFD|54115|VN|0|2|1|0.723|1|UT52|60440|2632|0.781|1902.936|2055.592|-152.656
4055RUPLUS|6101028541|93960|UT43|95377|FB|0|2|1|0.967|1|UT2J|90660|167|1.508|161.489|251.836|-90.347
4055RUPLUS|6101031537|17870|USIK|18011|VN|0|2|1|1.496|1|USIR|21230|117|1.588|175.032|185.796|-10.764
4055RUPLUS|6101031680|83301|UT3E|84321|VN|0|3|1|1.01|1|USKM|84104|718|1.225|725.18|879.55|-154.37
4055RUPLUS|6101032019|14624|USFC|14623|VN|3|2|1|0.836|1|UT73|13057|14|0.925|11.704|12.95|-1.246
4055RUPLUS|6101032554|38611|UT35|38672|VN|17|2|1|0.625|1|USZY|39209|85|0.679|53.125|57.715|-4.59
4055RUPLUS|6101033054|53223|US8Z|53110|VN|0|3|1|0.663|1|USFK|44139|2967|1.146|1967.121|3400.182|-1433.061
4055RUPLUS|6101033054|53223|US8Z|53110|VN|0|3|1|0.663|1|USVI|48150|2967|0.938|1967.121|2783.046|-815.925
4055RUPLUS|6101034035|93654|UT3A|93725|FB|1|2|1|0.606|1|US6D|89115|1|1.115|0.606|1.115|-0.509
4055RUPLUS|6101034062|93654|UT3A|93725|FB|7|2|1|0.606|1|US6D|89115|7|1.115|4.242|7.805|-3.563
4055RUPLUS|6101034437|92243|USKI|91752|FB|0|2|1|1.265|1|UT45|85353|249|1.333|314.985|331.917|-16.932
4055RUPLUS|6101035356|92704|UT2J|90660|FB|0|3|1|0.469|1|USE1|91761|224|0.508|105.056|113.792|-8.736
4055RUPLUS|6101038807|31768|USMN|33442|VN|50|2|1|0.748|1|USXP|31705|100|0.91|74.8|91|-16.2
4055RUPLUS|6101043436|31768|USMN|33442|VN|264|2|1|0.748|1|USXP|31705|528|0.91|394.944|480.48|-85.536
4055RUPLUS|6101044630|93637|US6P|93706|FB|0|3|1|0.785|1|UT45|85353|489|1.171|383.865|572.619|-188.754
4055RUPLUS|6101045853|17603|USXK|08007|VN|301|2|1|1.042|1|USXJ|12078|452|1.171|470.984|529.292|-58.308
4055RUPLUS|6101045997|84104|USVS|84074|VN|0|4|1|0.498|1|USXG|80011|163|1.533|81.174|249.879|-168.705
4055RUPLUS|6101048468|93722|UT3A|93725|VN|0|4|1|1.06|1|USKI|91752|1|1.219|1.06|1.219|-0.159
4055RUPLUS|6101050953|14098|USFC|14623|VN|0|4|1|1.144|1|USJO|12078|3392|1.198|3880.448|4063.616|-183.168
4055RUPLUS|6101051596|54729|USK5|55428|VN|13|3|1|0.521|1|USRE|54660|53|0.76|27.613|40.28|-12.667
4055RUPLUS|6101052675|95301|US6P|93706|FB|0|3|1|0.927|1|UT45|85353|5446|1.406|5048.442|7657.076|-2608.634
4055RUPLUS|6101056458|53204|US8Z|53110|VN|0|2|1|0.694|1|USIE|60446|10426|0.729|7235.644|7600.554|-364.91
4055RUPLUS|6101068800|46360|USHP|49036|VN|0|2|1|0.956|1|UT02|43228|594|1.017|567.864|604.098|-36.234
4055RUPLUS|6101071896|47725|USNZ|37207|VN|0|3|1|1.248|1|UT1F|30336|5|1.35|6.24|6.75|-0.51
4055RUPLUS|6101072911|93615|USE1|91761|FB|0|3|1|1.219|1|UT45|85353|909|1.406|1108.071|1278.054|-169.983
4055RUPLUS|6101073251|93239|UT2Q|93308|VN|0|3|1|0.771|1|UT45|85353|194|1.404|149.574|272.376|-122.802
4055RUPLUS|6101073830|88021|USGL|79928|VN|0|2|1|0.521|1|USXV|79766|19|1.01|9.899|19.19|-9.291
4055RUPLUS|6101074367|92236|USKI|91752|FB|0|3|1|1.046|1|UT45|85353|711|1.121|743.706|797.031|-53.325
4055RUPLUS|6101076775|90040|UT2J|90660|VN|256|3|1|0.438|1|UT1A|85043|5725|0.667|2507.55|3818.575|-1311.025
4055RUPLUS|6130067114|53177|US8Z|53110|VN|0|3|1|0.671|1|USFK|44139|68|1.094|45.628|74.392|-28.764
4055RUPLUS|6130108188|95240|USOZ|95358|VN|0|3|1|0.573|1|USZX|91761|4606|0.917|2639.238|4223.702|-1584.464
4055RUPLUS|6130161468|52738|USJC|52641|VN|0|3|1|0.769|1|USQ4|60163|14735|0.938|11331.215|13821.43|-2490.215
4055RUPLUS|6130183989|67851|USXG|80011|VN|1149|2|1|0.677|1|USXA|79404|57034|0.729|38612.018|41577.786|-2965.768
4055RUPLUS|6130395689|88030|USGL|79928|FB|0|2|1|1.546|1|USXA|79404|2703|1.583|4178.838|4278.849|-100.011
4055RUPLUS|6130428243|90040|UT2J|90660|VN|8|2|1|0.438|1|UT1A|85043|32|0.667|14.016|21.344|-7.328
4055RUPLUS|6130429028|92225|UT45|85353|FB|0|2|1|1.208|1|USWN|87121|1120|1.644|1352.96|1841.28|-488.32
4055RUPLUSPS|3000008230|49348|USMZ|46040|VN|0|2|1|1.075|1|UT52|60440|56|1.117|60.2|62.552|-2.352
4055RUPLUSPS|3000147702|75019|US8R|76177|VN|0|2|1|1.206|1|USG5|78218|4|1.358|4.824|5.432|-0.608
4055RUPLUSPS|4000031429|75220|US8R|76177|VN|0|2|1|0.725|1|USG5|78218|883|0.825|640.175|728.475|-88.3
4055RUPLUSPS|4000055440|90660|USRN|92509|FB|0|2|1|0.685|1|UT45|85353|190|1.094|130.15|207.86|-77.71
4055RUPLUSPS|4000057312|18040|USX1|11713|VN|0|2|1|0.83|1|USTZ|17307|1|0.897|0.83|0.897|-0.067
4055RUPLUSPS|4000070140|85621|UT45|85353|FB|0|2|1|1.302|1|USGL|79928|634|1.456|825.468|923.104|-97.636
4055RUPLUSPS|4000086401|76131|US8R|76177|VN|0|2|1|0.504|1|USG5|78218|4|0.867|2.016|3.468|-1.452
4055RUPLUSPS|4000089136|77031|USOG|77049|VN|0|2|1|0.694|1|USG5|78218|44|0.919|30.536|40.436|-9.9
4055RUPLUSPS|4000091750|27520|USTZ|17307|VN|159|2|1|0.8|1|USUA|28216|796|1.104|636.8|878.784|-241.984
4055RUPLUSPS|4000146332|75236|US8R|76177|VN|29|2|1|0.744|1|USG5|78218|145|1.135|107.88|164.575|-56.695
4055RUPLUSPS|4000148091|85621|UT45|85353|FB|0|2|1|1.302|1|USGL|79928|13|1.456|16.926|18.928|-2.002
4055RUPLUSPS|4000154326|75236|US8R|76177|VN|4064|2|1|0.744|1|USG5|78218|11238|1.135|8361.072|12755.13|-4394.058
4055RUPLUSPS|4000161245|75172|US8R|76177|VN|0|2|1|0.71|1|USG5|78218|89|0.838|63.19|74.582|-11.392
4055RUPLUSPS|4000165628|40004|USMZ|46040|VN|0|3|1|1.038|1|USKZ|30336|155|1.156|160.89|179.18|-18.29
4055RUPLUSPS|4000171944|91745|UT2J|90660|VN|0|2|1|0.413|1|UT45|85353|274|0.633|113.162|173.442|-60.28
4055RUPLUSPS|4000176610|93637|USVE|94509|VN|0|2|1|1.094|1|UT45|85353|121|1.171|132.374|141.691|-9.317
4055RUPLUSPS|4000180202|81125|USGL|79928|VN|1|2|1|2.083|1|US8S|73131|2|2.602|4.166|5.204|-1.038
4055RUPLUSPS|4000182559|75236|US8R|76177|VN|113|2|1|0.744|1|USG5|78218|226|1.135|168.144|256.51|-88.366
4055RUPLUSPS|4000185389|90058|UT2J|90660|VN|0|2|1|0.375|1|UT45|85353|2|1.158|0.75|2.316|-1.566
4055RUPLUSPS|4000200067|75149|US8R|76177|VN|0|2|1|0.65|1|USG5|78218|300|0.99|195|297|-102
4055RUPLUSPS|4000215690|75227|US8R|76177|VN|0|2|1|0.629|1|USG5|78218|10|0.798|6.29|7.98|-1.69
4055RUPLUSPS|4000244490|77489|USOG|77049|VN|0|2|1|1.181|1|USG5|78218|907|1.283|1071.167|1163.681|-92.514
4055RUPLUSPS|6100114129|40010|USMZ|46040|VN|0|2|1|0.944|1|UT13|28269|0|1.354|0|0|0
4055RUPLUSPS|6100222397|76017|US8R|76177|VN|0|2|1|0.717|1|USG5|78218|383|1.017|274.611|389.511|-114.9
4055RUPLUSPS|6100528398|90660|USRN|92509|FB|0|2|1|0.685|1|UT45|85353|256|1.094|175.36|280.064|-104.704
4055RUPLUSPS|6100788687|76131|US8R|76177|VN|0|2|1|0.504|1|USG5|78218|268|0.867|135.072|232.356|-97.284
4055RUPLUSPS|6101007975|68731|USA3|50265|VN|0|2|1|1.008|1|US8R|76177|122|1.494|122.976|182.268|-59.292
4055RUPLUSPS|6101015172|76179|US8R|76177|VN|0|2|1|0.513|1|USG5|78218|82|0.646|42.066|52.972|-10.906
4055RUPREMIUM|4000073366|44094|USFK|44139|VN|0|2|1|0.779|1|USVI|48150|455|1.198|354.445|545.09|-190.645
4055RUPREMIUM|4000198318|12095|USFC|14623|VN|0|2|1|1.454|1|UT73|13057|12484|1.819|18151.736|22708.396|-4556.66
4055RUPREMIUM|4000240775|83301|UT3E|84321|VN|0|2|1|1.01|1|USYG|84104|240|1.225|242.4|294|-51.6
